"source_role","source_path","variable","storage_class","variable_label","value_labels","search_text"
"working_wave5","restricted_source/charls_wave5.dta","da009_1_10_","numeric","胃部疾病_患病年份","","da009_1_10_ 胃部疾病_患病年份"
"working_wave5","restricted_source/charls_wave5.dta","da009_1_11_","numeric","情感_患病年份","","da009_1_11_ 情感_患病年份"
"working_wave5","restricted_source/charls_wave5.dta","da009_1_12_","numeric","记忆相关_患病年份","","da009_1_12_ 记忆相关_患病年份"
"working_wave5","restricted_source/charls_wave5.dta","da009_1_13_","numeric","关节炎_患病年份","","da009_1_13_ 关节炎_患病年份"
"working_wave5","restricted_source/charls_wave5.dta","da009_1_14_","numeric","哮喘_患病年份","","da009_1_14_ 哮喘_患病年份"
"working_wave5","restricted_source/charls_wave5.dta","region","character","地区(东/中/西/东北)","","region 地区(东/中/西/东北)"
"working_wave5","restricted_source/charls_wave5.dta","sisa","numeric","社会隔离0~4分","","sisa 社会隔离0~4分"
"working_wave5","restricted_source/charls_wave5.dta","sisb","numeric","社会隔离0~6分","","sisb 社会隔离0~6分"
"working_wave5","restricted_source/charls_wave5.dta","dependency","haven_labelled/vctrs_vctr/double","功能依赖性","独立=0 | 低依赖性=1 | 中等依赖性=2 | 高依赖性=3","dependency 功能依赖性"
"working_wave5","restricted_source/charls_wave5.dta","memory_z","numeric","认知/记忆z标准化(ref1)","","memory_z 认知/记忆z标准化(ref1)"
"working_wave5","restricted_source/charls_wave5.dta","orient_z","numeric","认知/定向z标准化(ref1)","","orient_z 认知/定向z标准化(ref1)"
"working_wave5","restricted_source/charls_wave5.dta","executive_z","numeric","认知/执行能力z标准化(ref1)","","executive_z 认知/执行能力z标准化(ref1)"
"working_wave5","restricted_source/charls_wave5.dta","tcog_z_z","numeric","认知/总认知能力z标准化(ref1)","","tcog_z_z 认知/总认知能力z标准化(ref1)"
"working_wave5","restricted_source/charls_wave5.dta","z_tr20","numeric","认知/z-score记忆","","z_tr20 认知/z-score记忆"
"working_wave5","restricted_source/charls_wave5.dta","z_orient","numeric","认知/z-score定向","","z_orient 认知/z-score定向"
"working_wave5","restricted_source/charls_wave5.dta","z_ser7","numeric","认知/z-score计算或者执行","","z_ser7 认知/z-score计算或者执行"
"working_wave5","restricted_source/charls_wave5.dta","z_cog29","numeric","认知/z-score总认知29分","","z_cog29 认知/z-score总认知29分"
"working_wave5","restricted_source/charls_wave5.dta","hobby","haven_labelled/vctrs_vctr/double","是否有爱好","否=0 | 是=1","hobby 是否有爱好"
"working_wave5","restricted_source/charls_wave5.dta","hatotfa","numeric","非住房金融财富总额","","hatotfa 非住房金融财富总额"
"working_wave5","restricted_source/charls_wave5.dta","hfpamt","numeric","过去一年中从其父母/公公婆婆处获得的经济援助金额","","hfpamt 过去一年中从其父母/公公婆婆处获得的经济援助金额"
"working_wave5","restricted_source/charls_wave5.dta","hfpany","haven_labelled/vctrs_vctr/double","过去一年中是否从其父母/公公婆婆那里获得任何经济援助","否=0 | 是=1","hfpany 过去一年中是否从其父母/公公婆婆那里获得任何经济援助"
"working_wave5","restricted_source/charls_wave5.dta","hgkcare","haven_labelled/vctrs_vctr/double","是否照料孙子女","否=0 | 是=1","hgkcare 是否照料孙子女"
"working_wave5","restricted_source/charls_wave5.dta","hlvnear","haven_labelled/vctrs_vctr/double","是否有子女与家庭及其配偶居住在同一城市或县","否=0 | 是=1","hlvnear 是否有子女与家庭及其配偶居住在同一城市或县"
"working_wave5","restricted_source/charls_wave5.dta","hpcnt","haven_labelled/vctrs_vctr/double","是否每周与父母联系","否=0 | 是=1","hpcnt 是否每周与父母联系"
"working_wave5","restricted_source/charls_wave5.dta","htpamt","numeric","过去一年中向其父母/公公婆婆提供的经济援助金额","","htpamt 过去一年中向其父母/公公婆婆提供的经济援助金额"
"working_wave5","restricted_source/charls_wave5.dta","htpany","haven_labelled/vctrs_vctr/double","过去一年有否向其父母/公公婆婆提供任何经济援助","否=0 | 是=1","htpany 过去一年有否向其父母/公公婆婆提供任何经济援助"
"working_wave5","restricted_source/charls_wave5.dta","armsa","haven_labelled/vctrs_vctr/double","其他功能限制/手臂超过肩膀","否=0 | 是=1","armsa 其他功能限制/手臂超过肩膀"
"working_wave5","restricted_source/charls_wave5.dta","bpact30","haven_labelled/vctrs_vctr/double","完成血压测量前30分钟内是否吸烟、饮酒或进行任何剧烈运动","否=0 | 是=1","bpact30 完成血压测量前30分钟内是否吸烟、饮酒或进行任何剧烈运动"
"working_wave5","restricted_source/charls_wave5.dta","bpcomp","haven_labelled/vctrs_vctr/double","是否愿意并能够完成血压测量","否=0 | 是=1","bpcomp 是否愿意并能够完成血压测量"
"working_wave5","restricted_source/charls_wave5.dta","chaira","haven_labelled/vctrs_vctr/double","其他功能限制/长时间坐着从椅子上站起来","否=0 | 是=1","chaira 其他功能限制/长时间坐着从椅子上站起来"
"working_wave5","restricted_source/charls_wave5.dta","chr5bmv","haven_labelled/vctrs_vctr/double","椅子站立测试中是否躯干或手臂","否=0 | 是=1","chr5bmv 椅子站立测试中是否躯干或手臂"
"working_wave5","restricted_source/charls_wave5.dta","chr5comp","haven_labelled/vctrs_vctr/double","是否完成5次站立","否=0 | 是=1","chr5comp 是否完成5次站立"
"working_wave5","restricted_source/charls_wave5.dta","chr5num","numeric","完成站立的次数","","chr5num 完成站立的次数"
"working_wave5","restricted_source/charls_wave5.dta","chr5sec","numeric","5次站立的时间","","chr5sec 5次站立的时间"
"working_wave5","restricted_source/charls_wave5.dta","circs","haven_labelled/vctrs_vctr/double","CircS昼夜节律综合症","否=0 | 是=1","circs CircS昼夜节律综合症"
"working_wave5","restricted_source/charls_wave5.dta","climsa","haven_labelled/vctrs_vctr/double","其他功能限制/不休息地爬几层楼梯","否=0 | 是=1","climsa 其他功能限制/不休息地爬几层楼梯"
"working_wave5","restricted_source/charls_wave5.dta","cncrchem","haven_labelled/vctrs_vctr/double","过去两年内是否接受过化疗治疗癌症","否=0 | 是=1","cncrchem 过去两年内是否接受过化疗治疗癌症"
"working_wave5","restricted_source/charls_wave5.dta","cncrmeds","haven_labelled/vctrs_vctr/double","是否服用过西药治疗癌症或缓解症状","否=0 | 是=1","cncrmeds 是否服用过西药治疗癌症或缓解症状"
"working_wave5","restricted_source/charls_wave5.dta","cncrmeds_c","haven_labelled/vctrs_vctr/double","过去两年内服用过任何药物治疗癌症","否=0 | 是=1","cncrmeds_c 过去两年内服用过任何药物治疗癌症"
"working_wave5","restricted_source/charls_wave5.dta","cncrradn","haven_labelled/vctrs_vctr/double","过去两年内是否接受过放射治疗癌症","否=0 | 是=1","cncrradn 过去两年内是否接受过放射治疗癌症"
"working_wave5","restricted_source/charls_wave5.dta","cncrsurg","haven_labelled/vctrs_vctr/double","过去两年内是否接受过手术治疗癌症","否=0 | 是=1","cncrsurg 过去两年内是否接受过手术治疗癌症"
"working_wave5","restricted_source/charls_wave5.dta","diasto","numeric","第2/3次舒张压","","diasto 第2/3次舒张压"
"working_wave5","restricted_source/charls_wave5.dta","diasto1","numeric","第1次舒张压","","diasto1 第1次舒张压"
"working_wave5","restricted_source/charls_wave5.dta","diasto2","numeric","第2次舒张压","","diasto2 第2次舒张压"
"working_wave5","restricted_source/charls_wave5.dta","diasto3","numeric","第3次舒张压","","diasto3 第3次舒张压"
"working_wave5","restricted_source/charls_wave5.dta","dimea","haven_labelled/vctrs_vctr/double","其他功能限制/从桌子上捡起硬币","否=0 | 是=1","dimea 其他功能限制/从桌子上捡起硬币"
"working_wave5","restricted_source/charls_wave5.dta","disability","haven_labelled/vctrs_vctr/double","是否残疾","否=0 | 是=1","disability 是否残疾"
"working_wave5","restricted_source/charls_wave5.dta","drinkev","haven_labelled/vctrs_vctr/double","是否饮过酒","否=0 | 是=1","drinkev 是否饮过酒"
"working_wave5","restricted_source/charls_wave5.dta","frailtya","numeric","虚弱指数","","frailtya 虚弱指数"
"working_wave5","restricted_source/charls_wave5.dta","fullcomp","haven_labelled/vctrs_vctr/double","是否愿意并能够完成双脚前后直线站立","否=0 | 是=1","fullcomp 是否愿意并能够完成双脚前后直线站立"
"working_wave5","restricted_source/charls_wave5.dta","fulldone","haven_labelled/vctrs_vctr/double","双脚前后直线站立是否保持整整30/60秒的平衡","否=0 | 是=1","fulldone 双脚前后直线站立是否保持整整30/60秒的平衡"
"working_wave5","restricted_source/charls_wave5.dta","fulltan","numeric","双脚前后直线站立测试的时间","","fulltan 双脚前后直线站立测试的时间"
"working_wave5","restricted_source/charls_wave5.dta","fulltanc","haven_labelled/vctrs_vctr/double","是否使用任何补偿运动来稳定双脚前后直线站立","否=0 | 是=1","fulltanc 是否使用任何补偿运动来稳定双脚前后直线站立"
"working_wave5","restricted_source/charls_wave5.dta","gripcomp","haven_labelled/vctrs_vctr/double","是否愿意并且能够完成握力测试","否=0 | 是=1","gripcomp 是否愿意并且能够完成握力测试"
"working_wave5","restricted_source/charls_wave5.dta","gripsum","numeric","优势手的最大测量值","","gripsum 优势手的最大测量值"
"working_wave5","restricted_source/charls_wave5.dta","hspnite","numeric","住院天数","","hspnite 住院天数"
"working_wave5","restricted_source/charls_wave5.dta","htcomp","haven_labelled/vctrs_vctr/double","是否愿意并能够完成身高测量","否=0 | 是=1","htcomp 是否愿意并能够完成身高测量"
"working_wave5","restricted_source/charls_wave5.dta","joga","haven_labelled/vctrs_vctr/double","其他功能限制/跑步或慢跑1公里","否=0 | 是=1","joga 其他功能限制/跑步或慢跑1公里"
"working_wave5","restricted_source/charls_wave5.dta","lgrip","numeric","左手的最大握力测试","","lgrip 左手的最大握力测试"
"working_wave5","restricted_source/charls_wave5.dta","lgrip1","numeric","左手的第1次握力测试","","lgrip1 左手的第1次握力测试"
"working_wave5","restricted_source/charls_wave5.dta","lgrip2","numeric","左手的第2次握力测试","","lgrip2 左手的第2次握力测试"
"working_wave5","restricted_source/charls_wave5.dta","lifta","haven_labelled/vctrs_vctr/double","其他功能限制/举起或搬运超过10斤的重物","否=0 | 是=1","lifta 其他功能限制/举起或搬运超过10斤的重物"
"working_wave5","restricted_source/charls_wave5.dta","bmi","numeric","BMI","","bmi BMI"
"working_wave5","restricted_source/charls_wave5.dta","bmicata","numeric","身体质量分类","","bmicata 身体质量分类"
"working_wave5","restricted_source/charls_wave5.dta","mets","haven_labelled/vctrs_vctr/double","MetS代谢综合征","否=0 | 是=1","mets MetS代谢综合征"
"working_wave5","restricted_source/charls_wave5.dta","mheight","numeric","身高/m","","mheight 身高/m"
"working_wave5","restricted_source/charls_wave5.dta","mwaist","numeric","腰围/cm","","mwaist 腰围/cm"
"working_wave5","restricted_source/charls_wave5.dta","mweight","numeric","体重/kg","","mweight 体重/kg"
"working_wave5","restricted_source/charls_wave5.dta","oopdoc1m","numeric","门诊自付费用","","oopdoc1m 门诊自付费用"
"working_wave5","restricted_source/charls_wave5.dta","oophos1y","numeric","住院自付费用","","oophos1y 住院自付费用"
"working_wave5","restricted_source/charls_wave5.dta","puff","numeric","呼吸测试最大值","","puff 呼吸测试最大值"
"working_wave5","restricted_source/charls_wave5.dta","puff1","numeric","第一次呼吸测试","","puff1 第一次呼吸测试"
"working_wave5","restricted_source/charls_wave5.dta","puff2","numeric","第二次呼吸测试","","puff2 第二次呼吸测试"
"working_wave5","restricted_source/charls_wave5.dta","puff3","numeric","第三次呼吸测试","","puff3 第三次呼吸测试"
"working_wave5","restricted_source/charls_wave5.dta","puffcomp","haven_labelled/vctrs_vctr/double","是否愿意并能够完成呼吸测试","否=0 | 是=1","puffcomp 是否愿意并能够完成呼吸测试"
"working_wave5","restricted_source/charls_wave5.dta","pulse","numeric","第2/3次脉搏的均值","","pulse 第2/3次脉搏的均值"
"working_wave5","restricted_source/charls_wave5.dta","pulse1","numeric","第1次脉搏","","pulse1 第1次脉搏"
"working_wave5","restricted_source/charls_wave5.dta","pulse2","numeric","第2次脉搏","","pulse2 第2次脉搏"
"working_wave5","restricted_source/charls_wave5.dta","pulse3","numeric","第3次脉搏","","pulse3 第3次脉搏"
"working_wave5","restricted_source/charls_wave5.dta","rgrip","numeric","右手的最大握力测试","","rgrip 右手的最大握力测试"
"working_wave5","restricted_source/charls_wave5.dta","rgrip1","numeric","右手的第1次握力测试","","rgrip1 右手的第1次握力测试"
"working_wave5","restricted_source/charls_wave5.dta","rgrip2","numeric","右手的第2次握力测试","","rgrip2 右手的第2次握力测试"
"working_wave5","restricted_source/charls_wave5.dta","rxarthr","haven_labelled/vctrs_vctr/double","是否服用西药治疗关节炎或风湿病","否=0 | 是=1","rxarthr 是否服用西药治疗关节炎或风湿病"
"working_wave5","restricted_source/charls_wave5.dta","rxarthr_c","haven_labelled/vctrs_vctr/double","是否服用任何药物治疗关节炎或风湿病","否=0 | 是=1","rxarthr_c 是否服用任何药物治疗关节炎或风湿病"
"working_wave5","restricted_source/charls_wave5.dta","rxdiab","haven_labelled/vctrs_vctr/double","是否注射胰岛素或正在服用糖尿病西药","否=0 | 是=1","rxdiab 是否注射胰岛素或正在服用糖尿病西药"
"working_wave5","restricted_source/charls_wave5.dta","rxdiab_c","haven_labelled/vctrs_vctr/double","是否正在服用任何治疗糖尿病的药物","否=0 | 是=1","rxdiab_c 是否正在服用任何治疗糖尿病的药物"
"working_wave5","restricted_source/charls_wave5.dta","rxdiabi","haven_labelled/vctrs_vctr/double","是否注射胰岛素治疗糖尿病","否=0 | 是=1","rxdiabi 是否注射胰岛素治疗糖尿病"
